No,Tahun,Kode Provinsi,Provinsi,Kelompok Bahan Pangan,Komoditas,Konsumsi_Pangan,
1115,2018,91,Papua Barat,Kacang-kacangan,Kacang hijau,0.2,
1116,2018,91,Papua Barat,Kacang-kacangan,Kacang lain,0.2,
1117,2018,91,Papua Barat,Gula,Gula,9.2,
1118,2018,91,Papua Barat,Gula,Gula pasir,9.1,
1119,2018,91,Papua Barat,Gula,Gula merah,0.1,
1120,2018,91,Papua Barat,Sayuran dan buah,Sayuran dan buah,81.8,
1121,2018,91,Papua Barat,Sayuran dan buah,Sayur,49.6,
1122,2018,91,Papua Barat,Sayuran dan buah,Buah,32.2,
1123,2018,94,Papua,Padi-Padian,Padi-padian,69.3,
1124,2018,94,Papua,Padi-Padian,Beras,61,
1125,2018,94,Papua,Padi-Padian,Jagung,0.7,
1126,2018,94,Papua,Padi-Padian,Terigu,7.6,
1127,2018,94,Papua,Umbi-umbian,Umbi-umbian,128.6,
1128,2018,94,Papua,Umbi-umbian,Singkong,14.6,
1129,2018,94,Papua,Umbi-umbian,Ubi Jalar,98.8,
1130,2018,94,Papua,Umbi-umbian,Kentang,0.7,
1131,2018,94,Papua,Umbi-umbian,Sagu,6.8,
1132,2018,94,Papua,Umbi-umbian,Umbi Lainnya,7.7,
1133,2018,94,Papua,Pangan Hewani,Pangan Hewani,34.4,
1134,2018,94,Papua,Pangan Hewani,Daging ruminansia,3.4,
1135,2018,94,Papua,Pangan Hewani,Daging Unggas,5.5,
1136,2018,94,Papua,Pangan Hewani,Telur,3.6,
1137,2018,94,Papua,Pangan Hewani,Susu,1.9,
1138,2018,94,Papua,Pangan Hewani,Ikan,20.1,
1139,2018,94,Papua,Minyak dan Lemak,Minyak dan Lemak,9.1,
1140,2018,94,Papua,Minyak dan Lemak,Minyak Kelapa,0.7,
1141,2018,94,Papua,Minyak dan Lemak,Minyak Sawit,8.3,
1142,2018,94,Papua,Minyak dan Lemak,Minyak Lainnya,0.1,
1143,2018,94,Papua,Buah/biji berminyak,Buah/biji berminyak,0.5,
1144,2018,94,Papua,Buah/biji berminyak,Kelapa,0.4,
1145,2018,94,Papua,Buah/biji berminyak,Kemiri,0.1,
1146,2018,94,Papua,Kacang-kacangan,Kacang-kacangan,4.8,
1147,2018,94,Papua,Kacang-kacangan,Kedelai,4.1,
1148,2018,94,Papua,Kacang-kacangan,Kacang tanah,0.5,
1149,2018,94,Papua,Kacang-kacangan,Kacang hijau,0.1,
1150,2018,94,Papua,Kacang-kacangan,Kacang lain,0.2,
1151,2018,94,Papua,Gula,Gula,7.1,
1152,2018,94,Papua,Gula,Gula pasir,7,
1153,2018,94,Papua,Gula,Gula merah,0,
1154,2018,94,Papua,Sayuran dan buah,Sayuran dan buah,81.4,
1155,2018,94,Papua,Sayuran dan buah,Sayur,64,
1156,2018,94,Papua,Sayuran dan buah,Buah,17.4,
1157,2019,11,Aceh,Padi-Padian,Padi-padian,115.3,
1158,2019,11,Aceh,Padi-Padian,Beras,100.9,
1159,2019,11,Aceh,Padi-Padian,Jagung,0.4,
1160,2019,11,Aceh,Padi-Padian,Terigu,14.1,
1161,2019,11,Aceh,Umbi-umbian,Umbi-umbian,8.8,
1162,2019,11,Aceh,Umbi-umbian,Singkong,4,
1163,2019,11,Aceh,Umbi-umbian,Ubi Jalar,0.7,
1164,2019,11,Aceh,Umbi-umbian,Kentang,3.8,
1165,2019,11,Aceh,Umbi-umbian,Sagu,0,
1166,2019,11,Aceh,Umbi-umbian,Umbi Lainnya,0.2,
1167,2019,11,Aceh,Pangan Hewani,Pangan Hewani,47.9,
1168,2019,11,Aceh,Pangan Hewani,Daging ruminansia,1.4,
1169,2019,11,Aceh,Pangan Hewani,Daging Unggas,3.8,
1170,2019,11,Aceh,Pangan Hewani,Telur,6.4,
1171,2019,11,Aceh,Pangan Hewani,Susu,1.8,
1172,2019,11,Aceh,Pangan Hewani,Ikan,34.5,
1173,2019,11,Aceh,Minyak dan Lemak,Minyak dan Lemak,9.9,
1174,2019,11,Aceh,Minyak dan Lemak,Minyak Kelapa,0.8,
1175,2019,11,Aceh,Minyak dan Lemak,Minyak Sawit,9,
1176,2019,11,Aceh,Minyak dan Lemak,Minyak Lainnya,0.1,
1177,2019,11,Aceh,Buah/biji berminyak,Buah/biji berminyak,3.1,
1178,2019,11,Aceh,Buah/biji berminyak,Kelapa,2.9,
1179,2019,11,Aceh,Buah/biji berminyak,Kemiri,0.2,
1180,2019,11,Aceh,Kacang-kacangan,Kacang-kacangan,4.9,
1181,2019,11,Aceh,Kacang-kacangan,Kedelai,4.3,
1182,2019,11,Aceh,Kacang-kacangan,Kacang tanah,0.2,
1183,2019,11,Aceh,Kacang-kacangan,Kacang hijau,0.3,
1184,2019,11,Aceh,Kacang-kacangan,Kacang lain,0.1,
1185,2019,11,Aceh,Gula,Gula,8.6,
1186,2019,11,Aceh,Gula,Gula pasir,8.6,
1187,2019,11,Aceh,Gula,Gula merah,0.1,
1188,2019,11,Aceh,Sayuran dan buah,Sayuran dan buah,68.3,
1189,2019,11,Aceh,Sayuran dan buah,Sayur,41.4,
1190,2019,11,Aceh,Sayuran dan buah,Buah,26.9,
1191,2019,12,Sumatera Utara,Padi-Padian,Padi-padian,115.6,
1192,2019,12,Sumatera Utara,Padi-Padian,Beras,100.2,
1193,2019,12,Sumatera Utara,Padi-Padian,Jagung,0.5,
1194,2019,12,Sumatera Utara,Padi-Padian,Terigu,14.9,
1195,2019,12,Sumatera Utara,Umbi-umbian,Umbi-umbian,14.5,
1196,2019,12,Sumatera Utara,Umbi-umbian,Singkong,6.9,
1197,2019,12,Sumatera Utara,Umbi-umbian,Ubi Jalar,1.4,
1198,2019,12,Sumatera Utara,Umbi-umbian,Kentang,5.6,
1199,2019,12,Sumatera Utara,Umbi-umbian,Sagu,0.1,
1200,2019,12,Sumatera Utara,Umbi-umbian,Umbi Lainnya,0.5,
1201,2019,12,Sumatera Utara,Pangan Hewani,Pangan Hewani,49.6,
1202,2019,12,Sumatera Utara,Pangan Hewani,Daging ruminansia,3.6,
1203,2019,12,Sumatera Utara,Pangan Hewani,Daging Unggas,6.8,
1204,2019,12,Sumatera Utara,Pangan Hewani,Telur,7.8,
1205,2019,12,Sumatera Utara,Pangan Hewani,Susu,2.3,
1206,2019,12,Sumatera Utara,Pangan Hewani,Ikan,29.1,
1207,2019,12,Sumatera Utara,Minyak dan Lemak,Minyak dan Lemak,11,
1208,2019,12,Sumatera Utara,Minyak dan Lemak,Minyak Kelapa,0.6,
1209,2019,12,Sumatera Utara,Minyak dan Lemak,Minyak Sawit,10.2,
1210,2019,12,Sumatera Utara,Minyak dan Lemak,Minyak Lainnya,0.2,
1211,2019,12,Sumatera Utara,Buah/biji berminyak,Buah/biji berminyak,3.4,
1212,2019,12,Sumatera Utara,Buah/biji berminyak,Kelapa,3.2,
1213,2019,12,Sumatera Utara,Buah/biji berminyak,Kemiri,0.2,
1214,2019,12,Sumatera Utara,Kacang-kacangan,Kacang-kacangan,5.7,
1215,2019,12,Sumatera Utara,Kacang-kacangan,Kedelai,4.8,
1216,2019,12,Sumatera Utara,Kacang-kacangan,Kacang tanah,0.3,
1217,2019,12,Sumatera Utara,Kacang-kacangan,Kacang hijau,0.4,
1218,2019,12,Sumatera Utara,Kacang-kacangan,Kacang lain,0.1,
1219,2019,12,Sumatera Utara,Gula,Gula,9.3,
1220,2019,12,Sumatera Utara,Gula,Gula pasir,8.9,
1221,2019,12,Sumatera Utara,Gula,Gula merah,0.4,
1222,2019,12,Sumatera Utara,Sayuran dan buah,Sayuran dan buah,87.1,
1223,2019,12,Sumatera Utara,Sayuran dan buah,Sayur,51.8,
1224,2019,12,Sumatera Utara,Sayuran dan buah,Buah,35.3,
1225,2019,13,Sumatera Barat,Padi-Padian,Padi-padian,114.9,
1226,2019,13,Sumatera Barat,Padi-Padian,Beras,100.2,
1227,2019,13,Sumatera Barat,Padi-Padian,Jagung,0.3,
1228,2019,13,Sumatera Barat,Padi-Padian,Terigu,14.5,
1229,2019,13,Sumatera Barat,Umbi-umbian,Umbi-umbian,15.2,
1230,2019,13,Sumatera Barat,Umbi-umbian,Singkong,5.3,
1231,2019,13,Sumatera Barat,Umbi-umbian,Ubi Jalar,1.6,
1232,2019,13,Sumatera Barat,Umbi-umbian,Kentang,7,
1233,2019,13,Sumatera Barat,Umbi-umbian,Sagu,0.3,
1234,2019,13,Sumatera Barat,Umbi-umbian,Umbi Lainnya,0.9,
1235,2019,13,Sumatera Barat,Pangan Hewani,Pangan Hewani,42,
1236,2019,13,Sumatera Barat,Pangan Hewani,Daging ruminansia,3.6,
1237,2019,13,Sumatera Barat,Pangan Hewani,Daging Unggas,8.2,
1238,2019,13,Sumatera Barat,Pangan Hewani,Telur,7.8,
1239,2019,13,Sumatera Barat,Pangan Hewani,Susu,2.1,
1240,2019,13,Sumatera Barat,Pangan Hewani,Ikan,20.4,
1241,2019,13,Sumatera Barat,Minyak dan Lemak,Minyak dan Lemak,11.7,
1242,2019,13,Sumatera Barat,Minyak dan Lemak,Minyak Kelapa,0.6,
1243,2019,13,Sumatera Barat,Minyak dan Lemak,Minyak Sawit,10.8,
1244,2019,13,Sumatera Barat,Minyak dan Lemak,Minyak Lainnya,0.4,
1245,2019,13,Sumatera Barat,Buah/biji berminyak,Buah/biji berminyak,4.4,
1246,2019,13,Sumatera Barat,Buah/biji berminyak,Kelapa,4.4,
1247,2019,13,Sumatera Barat,Buah/biji berminyak,Kemiri,0,
1248,2019,13,Sumatera Barat,Kacang-kacangan,Kacang-kacangan,5.3,
1249,2019,13,Sumatera Barat,Kacang-kacangan,Kedelai,4.5,
1250,2019,13,Sumatera Barat,Kacang-kacangan,Kacang tanah,0.1,
1251,2019,13,Sumatera Barat,Kacang-kacangan,Kacang hijau,0.5,
1252,2019,13,Sumatera Barat,Kacang-kacangan,Kacang lain,0.1,
1253,2019,13,Sumatera Barat,Gula,Gula,6.9,
1254,2019,13,Sumatera Barat,Gula,Gula pasir,6.8,
1255,2019,13,Sumatera Barat,Gula,Gula merah,0.1,
1256,2019,13,Sumatera Barat,Sayuran dan buah,Sayuran dan buah,76.9,
1257,2019,13,Sumatera Barat,Sayuran dan buah,Sayur,48,
1258,2019,13,Sumatera Barat,Sayuran dan buah,Buah,28.9,
1259,2019,14,Riau,Padi-Padian,Padi-padian,104.3,
1260,2019,14,Riau,Padi-Padian,Beras,89,
1261,2019,14,Riau,Padi-Padian,Jagung,0.5,
1262,2019,14,Riau,Padi-Padian,Terigu,14.9,
1263,2019,14,Riau,Umbi-umbian,Umbi-umbian,15.4,
1264,2019,14,Riau,Umbi-umbian,Singkong,7.2,
1265,2019,14,Riau,Umbi-umbian,Ubi Jalar,1.6,
1266,2019,14,Riau,Umbi-umbian,Kentang,5.8,
1267,2019,14,Riau,Umbi-umbian,Sagu,0.2,
1268,2019,14,Riau,Umbi-umbian,Umbi Lainnya,0.5,
1269,2019,14,Riau,Pangan Hewani,Pangan Hewani,51.8,
1270,2019,14,Riau,Pangan Hewani,Daging ruminansia,3.1,
1271,2019,14,Riau,Pangan Hewani,Daging Unggas,9.5,
1272,2019,14,Riau,Pangan Hewani,Telur,8.1,
1273,2019,14,Riau,Pangan Hewani,Susu,2.8,
1274,2019,14,Riau,Pangan Hewani,Ikan,28.3,
1275,2019,14,Riau,Minyak dan Lemak,Minyak dan Lemak,12.6,
1276,2019,14,Riau,Minyak dan Lemak,Minyak Kelapa,0.6,
1277,2019,14,Riau,Minyak dan Lemak,Minyak Sawit,11.4,
1278,2019,14,Riau,Minyak dan Lemak,Minyak Lainnya,0.7,
1279,2019,14,Riau,Buah/biji berminyak,Buah/biji berminyak,2.7,
1280,2019,14,Riau,Buah/biji berminyak,Kelapa,2.5,
1281,2019,14,Riau,Buah/biji berminyak,Kemiri,0.2,
1282,2019,14,Riau,Kacang-kacangan,Kacang-kacangan,5.8,
1283,2019,14,Riau,Kacang-kacangan,Kedelai,5.2,
1284,2019,14,Riau,Kacang-kacangan,Kacang tanah,0.3,
1285,2019,14,Riau,Kacang-kacangan,Kacang hijau,0.2,
1286,2019,14,Riau,Kacang-kacangan,Kacang lain,0.1,
1287,2019,14,Riau,Gula,Gula,9,
1288,2019,14,Riau,Gula,Gula pasir,8.7,
1289,2019,14,Riau,Gula,Gula merah,0.3,
1290,2019,14,Riau,Sayuran dan buah,Sayuran dan buah,78.1,
1291,2019,14,Riau,Sayuran dan buah,Sayur,48.1,
1292,2019,14,Riau,Sayuran dan buah,Buah,30,
1293,2019,15,Jambi,Padi-Padian,Padi-padian,105.6,
1294,2019,15,Jambi,Padi-Padian,Beras,89.5,
1295,2019,15,Jambi,Padi-Padian,Jagung,0.4,
1296,2019,15,Jambi,Padi-Padian,Terigu,15.7,
1297,2019,15,Jambi,Umbi-umbian,Umbi-Umbian,18.8,
1298,2019,15,Jambi,Umbi-umbian,Singkong,9,
1299,2019,15,Jambi,Umbi-umbian,Ubi Jalar,2.7,
1300,2019,15,Jambi,Umbi-umbian,Kentang,6.7,
1301,2019,15,Jambi,Umbi-umbian,Sagu,0.1,
1302,2019,15,Jambi,Umbi-umbian,Umbi Lainnya,0.4,
1303,2019,15,Jambi,Pangan Hewani,Pangan Hewani,45.3,
1304,2019,15,Jambi,Pangan Hewani,Daging ruminansia,3,
1305,2019,15,Jambi,Pangan Hewani,Daging Unggas,8.9,
1306,2019,15,Jambi,Pangan Hewani,Telur,7,
1307,2019,15,Jambi,Pangan Hewani,Susu,2.4,
1308,2019,15,Jambi,Pangan Hewani,Ikan,24.1,
1309,2019,15,Jambi,Minyak dan Lemak,Minyak dan Lemak,20,
1310,2019,15,Jambi,Minyak dan Lemak,Minyak Kelapa,0.8,
1311,2019,15,Jambi,Minyak dan Lemak,Minyak Sawit,11.3,
1312,2019,15,Jambi,Minyak dan Lemak,Minyak Lainnya,0.2,
1313,2019,15,Jambi,Buah/biji berminyak,Kelapa,1.6,
1314,2019,15,Jambi,Buah/biji berminyak,Kemiri,0.1,
1315,2019,15,Jambi,Buah/biji berminyak,Kedelai,6,
1316,2019,15,Jambi,Kacang-kacangan,Kacang-kacangan,0.5,
1317,2019,15,Jambi,Kacang-kacangan,Kacang tanah,0.1,
1318,2019,15,Jambi,Kacang-kacangan,Kacang hijau,0.3,
1319,2019,15,Jambi,Kacang-kacangan,Kacang lain,0.1,
1320,2019,15,Jambi,Gula,Gula,8.7,
1321,2019,15,Jambi,Gula,Gula pasir,8.5,
1322,2019,15,Jambi,Gula,Gula merah,0.2,
1323,2019,15,Jambi,Sayuran dan buah,Sayuran dan buah,84.1,
1324,2019,15,Jambi,Sayuran dan buah,Sayur,55.3,
1325,2019,15,Jambi,Sayuran dan buah,Buah,28.8,
1326,2019,15,Sumatera Selatan,Padi-Padian,Padi-padian,112.6,
1327,2019,16,Sumatera Selatan,Padi-Padian,Beras,92.8,
1328,2019,16,Sumatera Selatan,Padi-Padian,Jagung,0.5,
1329,2019,16,Sumatera Selatan,Padi-Padian,Terigu,19.4,
1330,2019,16,Sumatera Selatan,Umbi-umbian,Umbi-Umbian,15.1,
1331,2019,16,Sumatera Selatan,Umbi-umbian,Singkong,9.3,
1332,2019,16,Sumatera Selatan,Umbi-umbian,Ubi Jalar,2.7,
1333,2019,16,Sumatera Selatan,Umbi-umbian,Kentang,2.5,
1334,2019,16,Sumatera Selatan,Umbi-umbian,Sagu,0.5,
1335,2019,16,Sumatera Selatan,Umbi-umbian,Umbi Lainnya,0.2,
1336,2019,16,Sumatera Selatan,Pangan Hewani,Pangan Hewani,46.2,
1337,2019,16,Sumatera Selatan,Pangan Hewani,Daging ruminansia,2.9,
1338,2019,16,Sumatera Selatan,Pangan Hewani,Daging Unggas,7.7,
1339,2019,16,Sumatera Selatan,Pangan Hewani,Telur,7.7,
1340,2019,16,Sumatera Selatan,Pangan Hewani,Susu,3,
1341,2019,16,Sumatera Selatan,Pangan Hewani,Ikan,24.9,
1342,2019,16,Sumatera Selatan,Minyak dan Lemak,Minyak dan Lemak,10.4,
1343,2019,16,Sumatera Selatan,Minyak dan Lemak,Minyak Kelapa,0.7,
1344,2019,16,Sumatera Selatan,Minyak dan Lemak,Minyak Sawit,9.5,
1345,2019,16,Sumatera Selatan,Minyak dan Lemak,Minyak Lainnya,0.2,
1346,2019,16,Sumatera Selatan,Buah/biji berminyak,Buah/biji berminyak,0.8,
1347,2019,16,Sumatera Selatan,Buah/biji berminyak,Kelapa,0.7,
1348,2019,16,Sumatera Selatan,Buah/biji berminyak,Kemiri,0.1,
1349,2019,16,Sumatera Selatan,Kacang-kacangan,Kacang-kacangan,7.3,
1350,2019,16,Sumatera Selatan,Kacang-kacangan,Kedelai,6.9,
1351,2019,16,Sumatera Selatan,Kacang-kacangan,Kacang tanah,0.1,
1352,2019,16,Sumatera Selatan,Kacang-kacangan,Kacang hijau,0.2,
1353,2019,16,Sumatera Selatan,Kacang-kacangan,Kacang lain,0.1,
1354,2019,16,Sumatera Selatan,Gula,Gula,10.2,
1355,2019,16,Sumatera Selatan,Gula,Gula pasir,9.7,
1356,2019,16,Sumatera Selatan,Gula,Gula merah,0.5,
1357,2019,16,Sumatera Selatan,Sayuran dan buah,Sayuran dan buah,82.2,
1358,2019,16,Sumatera Selatan,Sayuran dan buah,Sayur,52.1,
1359,2019,16,Sumatera Selatan,Sayuran dan buah,Buah,30.1,
1360,2019,16,Bengkulu,Padi-Padian,Padi-padian,115.6,
1361,2019,17,Bengkulu,Padi-Padian,Beras,101.2,
1362,2019,17,Bengkulu,Padi-Padian,Jagung,0.6,
1363,2019,17,Bengkulu,Padi-Padian,Terigu,13.8,
1364,2019,17,Bengkulu,Umbi-umbian,Umbi-Umbian,13.7,
1365,2019,17,Bengkulu,Umbi-umbian,Singkong,6.6,
1366,2019,17,Bengkulu,Umbi-umbian,Ubi Jalar,2.3,
1367,2019,17,Bengkulu,Umbi-umbian,Kentang,4.1,
1368,2019,17,Bengkulu,Umbi-umbian,Sagu,0.1,
1369,2019,17,Bengkulu,Umbi-umbian,Umbi Lainnya,0.5,
1370,2019,17,Bengkulu,Pangan Hewani,Pangan Hewani,39.7,
1371,2019,17,Bengkulu,Pangan Hewani,Daging ruminansia,2.4,
1372,2019,17,Bengkulu,Pangan Hewani,Daging Unggas,7.2,
1373,2019,17,Bengkulu,Pangan Hewani,Telur,6.6,
1374,2019,17,Bengkulu,Pangan Hewani,Susu,2.2,
1375,2019,17,Bengkulu,Pangan Hewani,Ikan,21.2,
1376,2019,17,Bengkulu,Minyak dan Lemak,Minyak dan Lemak,10.8,
1377,2019,17,Bengkulu,Minyak dan Lemak,Minyak Kelapa,0.3,
1378,2019,17,Bengkulu,Minyak dan Lemak,Minyak Sawit,9.9,
1379,2019,17,Bengkulu,Minyak dan Lemak,Minyak Lainnya,0.6,
1380,2019,17,Bengkulu,Buah/biji berminyak,Buah/biji berminyak,3.6,
1381,2019,17,Bengkulu,Buah/biji berminyak,Kelapa,3.6,
1382,2019,17,Bengkulu,Buah/biji berminyak,Kemiri,0,
1383,2019,17,Bengkulu,Kacang-kacangan,Kacang-kacangan,5.7,
1384,2019,17,Bengkulu,Kacang-kacangan,Kedelai,5.3,
1385,2019,17,Bengkulu,Kacang-kacangan,Kacang tanah,0.1,
1386,2019,17,Bengkulu,Kacang-kacangan,Kacang hijau,0.1,
1387,2019,17,Bengkulu,Kacang-kacangan,Kacang lain,0.1,
1388,2019,17,Bengkulu,Gula,Gula,7.3,
1389,2019,17,Bengkulu,Gula,Gula pasir,6.8,
1390,2019,17,Bengkulu,Gula,Gula merah,0.5,
1391,2019,17,Bengkulu,Sayuran dan buah,Sayuran dan buah,86.4,
1392,2019,17,Bengkulu,Sayuran dan buah,Sayur,59.4,
1393,2019,17,Bengkulu,Sayuran dan buah,Buah,26.9,
1394,2019,17,Lampung,Padi-Padian,Padi-padian,105.3,
1395,2019,18,Lampung,Padi-Padian,Beras,88.7,
1396,2019,18,Lampung,Padi-Padian,Jagung,0.8,
1397,2019,18,Lampung,Padi-Padian,Terigu,15.8,
1398,2019,18,Lampung,Umbi-umbian,Umbi-Umbian,13.3,
1399,2019,18,Lampung,Umbi-umbian,Singkong,9.5,
1400,2019,18,Lampung,Umbi-umbian,Ubi Jalar,2.4,
1401,2019,18,Lampung,Umbi-umbian,Kentang,1.2,
1402,2019,18,Lampung,Umbi-umbian,Sagu,0,
1403,2019,18,Lampung,Umbi-umbian,Umbi Lainnya,0.2,
1404,2019,18,Lampung,Pangan Hewani,Pangan Hewani,38.9,
1405,2019,18,Lampung,Pangan Hewani,Daging ruminansia,2.7,
1406,2019,18,Lampung,Pangan Hewani,Daging Unggas,5.8,
1407,2019,18,Lampung,Pangan Hewani,Telur,7.5,
1408,2019,18,Lampung,Pangan Hewani,Susu,2.5,
1409,2019,18,Lampung,Pangan Hewani,Ikan,20.3,
1410,2019,18,Lampung,Minyak dan Lemak,Minyak dan Lemak,11.5,
1411,2019,18,Lampung,Minyak dan Lemak,Minyak Kelapa,0,
1412,2019,18,Lampung,Minyak dan Lemak,Minyak Sawit,11.3,
1413,2019,18,Lampung,Minyak dan Lemak,Minyak Lainnya,0.2,
1414,2019,18,Lampung,Buah/biji berminyak,Buah/biji berminyak,1.9,
1415,2019,18,Lampung,Buah/biji berminyak,Kelapa,1.7,
1416,2019,18,Lampung,Buah/biji berminyak,Kemiri,0.2,
1417,2019,18,Lampung,Kacang-kacangan,Kacang-kacangan,11.4,
1418,2019,18,Lampung,Kacang-kacangan,Kedelai,10.8,
1419,2019,18,Lampung,Kacang-kacangan,Kacang tanah,0.2,
1420,2019,18,Lampung,Kacang-kacangan,Kacang hijau,0.2,
1421,2019,18,Lampung,Kacang-kacangan,Kacang lain,0.1,
1422,2019,18,Lampung,Gula,Gula,8.1,
1423,2019,18,Lampung,Gula,Gula pasir,7.1,
1424,2019,18,Lampung,Gula,Gula merah,1,
1425,2019,18,Lampung,Sayuran dan buah,Sayuran dan buah,91.9,
1426,2019,18,Lampung,Sayuran dan buah,Sayur,62.2,
1427,2019,18,Lampung,Sayuran dan buah,Buah,29.8,
1428,2019,18,Kepulauan Bangka Belitung,Padi-Padian,Padi-padian,106,
1429,2019,19,Kepulauan Bangka Belitung,Padi-Padian,Beras,87.9,
1430,2019,19,Kepulauan Bangka Belitung,Padi-Padian,Jagung,0.5,
1431,2019,19,Kepulauan Bangka Belitung,Padi-Padian,Terigu,17.6,
1432,2019,19,Kepulauan Bangka Belitung,Umbi-umbian,Umbi-Umbian,12.8,
1433,2019,19,Kepulauan Bangka Belitung,Umbi-umbian,Singkong,7.9,
1434,2019,19,Kepulauan Bangka Belitung,Umbi-umbian,Ubi Jalar,1.4,
1435,2019,19,Kepulauan Bangka Belitung,Umbi-umbian,Kentang,2,
1436,2019,19,Kepulauan Bangka Belitung,Umbi-umbian,Sagu,1,
1437,2019,19,Kepulauan Bangka Belitung,Umbi-umbian,Umbi Lainnya,0.6,
1438,2019,19,Kepulauan Bangka Belitung,Pangan Hewani,Pangan Hewani,64.6,
1439,2019,19,Kepulauan Bangka Belitung,Pangan Hewani,Daging ruminansia,3.7,
1440,2019,19,Kepulauan Bangka Belitung,Pangan Hewani,Daging Unggas,10.9,
1441,2019,19,Kepulauan Bangka Belitung,Pangan Hewani,Telur,7.8,
1442,2019,19,Kepulauan Bangka Belitung,Pangan Hewani,Susu,4.1,
1443,2019,19,Kepulauan Bangka Belitung,Pangan Hewani,Ikan,38,
1444,2019,19,Kepulauan Bangka Belitung,Minyak dan Lemak,Minyak dan Lemak,9.8,
1445,2019,19,Kepulauan Bangka Belitung,Minyak dan Lemak,Minyak Kelapa,0.3,
1446,2019,19,Kepulauan Bangka Belitung,Minyak dan Lemak,Minyak Sawit,9.3,
1447,2019,19,Kepulauan Bangka Belitung,Minyak dan Lemak,Minyak Lainnya,0.2,
1448,2019,19,Kepulauan Bangka Belitung,Buah/biji berminyak,Buah/biji berminyak,0.9,
1449,2019,19,Kepulauan Bangka Belitung,Buah/biji berminyak,Kelapa,0.5,
1450,2019,19,Kepulauan Bangka Belitung,Buah/biji berminyak,Kemiri,0.3,
1451,2019,19,Kepulauan Bangka Belitung,Kacang-kacangan,Kacang-kacangan,5,
1452,2019,19,Kepulauan Bangka Belitung,Kacang-kacangan,Kedelai,4.7,
1453,2019,19,Kepulauan Bangka Belitung,Kacang-kacangan,Kacang tanah,0.1,
1454,2019,19,Kepulauan Bangka Belitung,Kacang-kacangan,Kacang hijau,0.1,
1455,2019,19,Kepulauan Bangka Belitung,Kacang-kacangan,Kacang lain,0.1,
1456,2019,19,Kepulauan Bangka Belitung,Gula,Gula,8.6,
1457,2019,19,Kepulauan Bangka Belitung,Gula,Gula pasir,8.3,
1458,2019,19,Kepulauan Bangka Belitung,Gula,Gula merah,0.3,
1459,2019,19,Kepulauan Bangka Belitung,Sayuran dan buah,Sayuran dan buah,84.4,
1460,2019,19,Kepulauan Bangka Belitung,Sayuran dan buah,Sayur,44.8,
1461,2019,19,Kepulauan Bangka Belitung,Sayuran dan buah,Buah,39.6,
1462,2019,19,Kepulauan  Riau,Padi-Padian,Padi-padian,106.3,
1463,2019,21,Kepulauan Riau,Padi-Padian,Beras,87,
1464,2019,21,Kepulauan Riau,Padi-Padian,Jagung,0.5,
1465,2019,21,Kepulauan Riau,Padi-Padian,Terigu,18.9,
1466,2019,21,Kepulauan Riau,Umbi-umbian,Umbi-Umbian,15,
1467,2019,21,Kepulauan Riau,Umbi-umbian,Singkong,8.8,
1468,2019,21,Kepulauan Riau,Umbi-umbian,Ubi Jalar,1.4,
1469,2019,21,Kepulauan Riau,Umbi-umbian,Kentang,4.4,
1470,2019,21,Kepulauan Riau,Umbi-umbian,Sagu,0.2,
1471,2019,21,Kepulauan Riau,Umbi-umbian,Umbi Lainnya,0.3,
1472,2019,21,Kepulauan Riau,Pangan Hewani,Pangan Hewani,60.8,
1473,2019,21,Kepulauan Riau,Pangan Hewani,Daging ruminansia,3.9,
1474,2019,21,Kepulauan Riau,Pangan Hewani,Daging Unggas,11.6,
1475,2019,21,Kepulauan Riau,Pangan Hewani,Telur,9.2,
1476,2019,21,Kepulauan Riau,Pangan Hewani,Susu,4.5,
1477,2019,21,Kepulauan Riau,Pangan Hewani,Ikan,31.5,
1478,2019,21,Kepulauan Riau,Minyak dan Lemak,Minyak  dan Lemak,12.5,
1479,2019,21,Kepulauan Riau,Minyak dan Lemak,Minyak Kelapa,0.8,
1480,2019,21,Kepulauan Riau,Minyak dan Lemak,Minyak Sawit,10.3,
1481,2019,21,Kepulauan Riau,Minyak dan Lemak,Minyak Lainnya,1.3,
1482,2019,21,Kepulauan Riau,Buah/biji berminyak,Buah/biji berminyak,1,
1483,2019,21,Kepulauan Riau,Buah/biji berminyak,Kelapa,0.9,
1484,2019,21,Kepulauan Riau,Buah/biji berminyak,Kemiri,0.1,
1485,2019,21,Kepulauan Riau,Kacang-kacangan,Kacang-kacangan,6.7,
1486,2019,21,Kepulauan Riau,Kacang-kacangan,Kedelai,5.9,
1487,2019,21,Kepulauan Riau,Kacang-kacangan,Kacang tanah,0.4,
1488,2019,21,Kepulauan Riau,Kacang-kacangan,Kacang hijau,0.3,
1489,2019,21,Kepulauan Riau,Kacang-kacangan,Kacang lain,0.2,
1490,2019,21,Kepulauan Riau,Gula,Gula,7.6,
1491,2019,21,Kepulauan Riau,Gula,Gula pasir,7.3,
1492,2019,21,Kepulauan Riau,Gula,Gula merah,0.3,
1493,2019,21,Kepulauan Riau,Sayuran dan buah,Sayuran dan buah,78.6,
1494,2019,21,Kepulauan Riau,Sayuran dan buah,Sayur,46.9,
1495,2019,21,Kepulauan Riau,Sayuran dan buah,Buah,31.7,
